Timestamp,Level,Image_Path,Rel_Group,Rel_Type,Prompt,Ground_Truth,Model_Prediction,Result
2025-12-22 18:48:18,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00016_w.png,PRIMARY,above,Is the purple star above the blue square?,no,yes,INCORRECT
2025-12-22 18:48:18,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00016_w.png,ADVANCED,touching,Is the purple star touching the blue square?,no,yes,INCORRECT
2025-12-22 18:48:19,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00016_w.png,PRIMARY,right_of,Is the blue square to the right of the purple star?,no,yes,INCORRECT
2025-12-22 18:48:19,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00016_w.png,PRIMARY,below,Is the blue square below the purple star?,no,yes,INCORRECT
2025-12-22 18:48:19,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00016_w.png,PRIMARY,left_of,Is the purple star to the left of the blue square?,no,yes,INCORRECT
2025-12-22 18:48:19,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00010_b.png,PRIMARY,left_of,Is the pink square to the left of the orange square?,yes,yes,CORRECT
2025-12-22 18:48:20,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00010_b.png,PRIMARY,right_of,Is the orange square right of the pink square?,yes,yes,CORRECT
2025-12-22 18:48:20,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00010_b.png,PRIMARY,right_of,Is the orange square to the right of the pink square?,yes,yes,CORRECT
2025-12-22 18:48:20,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00010_b.png,ADVANCED,overlapping,Is the pink square overlapping with the orange square?,no,yes,INCORRECT
2025-12-22 18:48:20,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00010_b.png,PRIMARY,left_of,Is the orange square to the left of the pink square?,no,yes,INCORRECT
2025-12-22 18:48:21,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00010_b.png,ADVANCED,overlapping,Is the orange square overlapping with the pink square?,no,yes,INCORRECT
2025-12-22 18:48:21,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00010_b.png,ADVANCED,inside,Is the orange square fully inside the pink square?,no,no,CORRECT
2025-12-22 18:48:21,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00018_b.png,PRIMARY,below,Is the purple star below the cyan square?,yes,yes,CORRECT
2025-12-22 18:48:21,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00018_b.png,PRIMARY,above,Is the cyan square above the purple star?,yes,yes,CORRECT
2025-12-22 18:48:22,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00018_b.png,PRIMARY,above,Is the purple star above the cyan square?,no,yes,INCORRECT
2025-12-22 18:48:22,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00018_b.png,PRIMARY,right_of,Is the purple star right of the cyan square?,no,yes,INCORRECT
2025-12-22 18:48:22,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00018_b.png,PRIMARY,right_of,Is the cyan square to the right of the purple star?,no,yes,INCORRECT
2025-12-22 18:48:22,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00018_b.png,PRIMARY,right_of,Is the purple star to the right of the cyan square?,no,yes,INCORRECT
2025-12-22 18:48:23,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00018_b.png,PRIMARY,below,Is the cyan square below the purple star?,no,yes,INCORRECT
2025-12-22 18:48:23,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00018_b.png,ADVANCED,touching,Is the purple star touching the cyan square?,no,yes,INCORRECT
2025-12-22 18:48:23,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00004_w.png,PRIMARY,right_of,Is the lime circle to the right of the red circle?,yes,yes,CORRECT
2025-12-22 18:48:23,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00004_w.png,PRIMARY,left_of,Is the red circle to the left of the lime circle?,yes,yes,CORRECT
2025-12-22 18:48:24,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00004_w.png,PRIMARY,left_of,Is the red circle left of the lime circle?,yes,yes,CORRECT
2025-12-22 18:48:24,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00004_w.png,PRIMARY,right_of,Is the red circle to the right of the lime circle?,no,yes,INCORRECT
2025-12-22 18:48:24,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00004_w.png,ADVANCED,overlapping,Is the red circle partially covering the lime circle?,no,yes,INCORRECT
2025-12-22 18:48:25,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00004_w.png,ADVANCED,overlapping,Is the lime circle overlapping with the red circle?,no,no,CORRECT
2025-12-22 18:48:25,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00004_w.png,PRIMARY,below,Is the red circle below the lime circle?,no,yes,INCORRECT
2025-12-22 18:48:25,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_w.png,PRIMARY,below,Is the green circle below the blue star?,yes,yes,CORRECT
2025-12-22 18:48:25,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_w.png,PRIMARY,above,Is the blue star above the green circle?,yes,yes,CORRECT
2025-12-22 18:48:26,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_w.png,PRIMARY,left_of,Is the green circle to the left of the blue star?,no,yes,INCORRECT
2025-12-22 18:48:26,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_w.png,PRIMARY,right_of,Is the green circle to the right of the blue star?,no,yes,INCORRECT
2025-12-22 18:48:26,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_w.png,ADVANCED,inside,Is the green circle contained within the blue star?,no,yes,INCORRECT
2025-12-22 18:48:26,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_w.png,ADVANCED,overlapping,Is the green circle overlapping with the blue star?,no,yes,INCORRECT
2025-12-22 18:48:27,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00015_w.png,PRIMARY,right_of,Is the yellow star to the right of the red triangle?,yes,yes,CORRECT
2025-12-22 18:48:27,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00015_w.png,PRIMARY,left_of,Is the red triangle left of the yellow star?,yes,yes,CORRECT
2025-12-22 18:48:27,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00015_w.png,PRIMARY,right_of,Is the yellow star right of the red triangle?,yes,yes,CORRECT
2025-12-22 18:48:27,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00015_w.png,ADVANCED,touching,Is the red triangle touching the yellow star?,no,yes,INCORRECT
2025-12-22 18:48:28,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00015_w.png,PRIMARY,below,Is the yellow star below the red triangle?,no,yes,INCORRECT
2025-12-22 18:48:28,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00015_w.png,PRIMARY,left_of,Is the yellow star left of the red triangle?,no,yes,INCORRECT
2025-12-22 18:48:28,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00015_w.png,ADVANCED,touching,Is the yellow star touching the red triangle?,no,yes,INCORRECT
2025-12-22 18:48:28,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00015_w.png,PRIMARY,above,Is the yellow star above the red triangle?,no,yes,INCORRECT
2025-12-22 18:48:29,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00013_w.png,PRIMARY,left_of,Is the orange star to the left of the green star?,yes,yes,CORRECT
2025-12-22 18:48:29,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00013_w.png,PRIMARY,right_of,Is the green star to the right of the orange star?,yes,yes,CORRECT
2025-12-22 18:48:29,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00013_w.png,PRIMARY,right_of,Is the green star right of the orange star?,yes,yes,CORRECT
2025-12-22 18:48:29,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00013_w.png,PRIMARY,above,Is the orange star above the green star?,no,yes,INCORRECT
2025-12-22 18:48:30,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00013_w.png,ADVANCED,overlapping,Is the green star overlapping with the orange star?,no,yes,INCORRECT
2025-12-22 18:48:30,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00013_w.png,ADVANCED,touching,Is the green star touching the orange star?,no,no,CORRECT
2025-12-22 18:48:30,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00013_w.png,ADVANCED,overlapping,Is the green star partially covering the orange star?,no,yes,INCORRECT
2025-12-22 18:48:30,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00013_w.png,ADVANCED,inside,Is the orange star enclosed by the green star?,no,yes,INCORRECT
2025-12-22 18:48:31,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_b.png,PRIMARY,above,Is the blue star above the green circle?,yes,yes,CORRECT
2025-12-22 18:48:31,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_b.png,PRIMARY,below,Is the green circle below the blue star?,yes,yes,CORRECT
2025-12-22 18:48:31,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_b.png,PRIMARY,left_of,Is the green circle to the left of the blue star?,no,yes,INCORRECT
2025-12-22 18:48:31,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_b.png,ADVANCED,touching,Is the blue star touching the green circle?,no,yes,INCORRECT
2025-12-22 18:48:32,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_b.png,PRIMARY,above,Is the green circle above the blue star?,no,yes,INCORRECT
2025-12-22 18:48:32,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_b.png,PRIMARY,below,Is the blue star below the green circle?,no,yes,INCORRECT
2025-12-22 18:48:32,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_b.png,PRIMARY,right_of,Is the blue star to the right of the green circle?,no,yes,INCORRECT
2025-12-22 18:48:32,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00008_b.png,ADVANCED,inside,Is the green circle enclosed by the blue star?,no,yes,INCORRECT
2025-12-22 18:48:33,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_w.png,PRIMARY,above,Is the purple circle above the pink triangle?,yes,yes,CORRECT
2025-12-22 18:48:33,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_w.png,PRIMARY,below,Is the pink triangle below the purple circle?,yes,yes,CORRECT
2025-12-22 18:48:33,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_w.png,PRIMARY,above,Is the pink triangle above the purple circle?,no,yes,INCORRECT
2025-12-22 18:48:33,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_w.png,ADVANCED,inside,Is the purple circle contained within the pink triangle?,no,yes,INCORRECT
2025-12-22 18:48:34,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_w.png,PRIMARY,left_of,Is the pink triangle left of the purple circle?,no,yes,INCORRECT
2025-12-22 18:48:34,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_w.png,PRIMARY,left_of,Is the purple circle to the left of the pink triangle?,no,yes,INCORRECT
2025-12-22 18:48:34,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_w.png,ADVANCED,touching,Is the purple circle touching the pink triangle?,no,yes,INCORRECT
2025-12-22 18:48:34,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_w.png,PRIMARY,right_of,Is the pink triangle to the right of the purple circle?,no,yes,INCORRECT
2025-12-22 18:48:35,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00006_w.png,PRIMARY,below,Is the purple square below the lime square?,yes,yes,CORRECT
2025-12-22 18:48:35,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00006_w.png,PRIMARY,above,Is the lime square above the purple square?,yes,yes,CORRECT
2025-12-22 18:48:35,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00006_w.png,ADVANCED,overlapping,Is the lime square overlapping with the purple square?,no,yes,INCORRECT
2025-12-22 18:48:35,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00006_w.png,ADVANCED,touching,Is the purple square touching the lime square?,no,yes,INCORRECT
2025-12-22 18:48:36,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00006_w.png,PRIMARY,left_of,Is the lime square to the left of the purple square?,no,yes,INCORRECT
2025-12-22 18:48:36,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00006_w.png,PRIMARY,right_of,Is the lime square to the right of the purple square?,no,yes,INCORRECT
2025-12-22 18:48:36,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00006_w.png,ADVANCED,touching,Is the lime square touching the purple square?,no,yes,INCORRECT
2025-12-22 18:48:36,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_b.png,PRIMARY,right_of,Is the orange triangle right of the lime square?,yes,yes,CORRECT
2025-12-22 18:48:37,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_b.png,PRIMARY,left_of,Is the lime square left of the orange triangle?,yes,yes,CORRECT
2025-12-22 18:48:37,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_b.png,PRIMARY,left_of,Is the lime square to the left of the orange triangle?,yes,yes,CORRECT
2025-12-22 18:48:37,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_b.png,PRIMARY,right_of,Is the orange triangle to the right of the lime square?,yes,yes,CORRECT
2025-12-22 18:48:37,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_b.png,PRIMARY,above,Is the orange triangle above the lime square?,no,yes,INCORRECT
2025-12-22 18:48:38,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_b.png,ADVANCED,touching,Is the orange triangle touching the lime square?,no,yes,INCORRECT
2025-12-22 18:48:38,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_b.png,ADVANCED,overlapping,Is the orange triangle overlapping with the lime square?,no,yes,INCORRECT
2025-12-22 18:48:38,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_b.png,PRIMARY,below,Is the lime square below the orange triangle?,no,yes,INCORRECT
2025-12-22 18:48:38,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_b.png,ADVANCED,overlapping,Is the orange triangle partially covering the lime square?,no,yes,INCORRECT
2025-12-22 18:48:39,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00003_b.png,PRIMARY,below,Is the lime star below the green square?,yes,yes,CORRECT
2025-12-22 18:48:39,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00003_b.png,PRIMARY,above,Is the green square above the lime star?,yes,yes,CORRECT
2025-12-22 18:48:39,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00003_b.png,ADVANCED,inside,Is the green square contained within the lime star?,no,yes,INCORRECT
2025-12-22 18:48:40,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00003_b.png,PRIMARY,above,Is the lime star above the green square?,no,yes,INCORRECT
2025-12-22 18:48:40,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00003_b.png,PRIMARY,left_of,Is the lime star to the left of the green square?,no,yes,INCORRECT
2025-12-22 18:48:40,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00003_b.png,PRIMARY,below,Is the green square below the lime star?,no,yes,INCORRECT
2025-12-22 18:48:40,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00003_b.png,ADVANCED,overlapping,Is the green square partially covering the lime star?,no,yes,INCORRECT
2025-12-22 18:48:41,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00003_b.png,ADVANCED,overlapping,Is the green square overlapping with the lime star?,no,yes,INCORRECT
2025-12-22 18:48:41,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_b.png,PRIMARY,below,Is the pink triangle below the purple circle?,yes,yes,CORRECT
2025-12-22 18:48:41,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_b.png,PRIMARY,above,Is the purple circle above the pink triangle?,yes,yes,CORRECT
2025-12-22 18:48:41,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_b.png,ADVANCED,touching,Is the pink triangle touching the purple circle?,no,yes,INCORRECT
2025-12-22 18:48:42,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_b.png,PRIMARY,right_of,Is the purple circle right of the pink triangle?,no,yes,INCORRECT
2025-12-22 18:48:42,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_b.png,PRIMARY,left_of,Is the purple circle to the left of the pink triangle?,no,yes,INCORRECT
2025-12-22 18:48:42,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_b.png,PRIMARY,below,Is the purple circle below the pink triangle?,no,yes,INCORRECT
2025-12-22 18:48:42,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_b.png,ADVANCED,overlapping,Is the purple circle overlapping with the pink triangle?,no,yes,INCORRECT
2025-12-22 18:48:43,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00014_b.png,PRIMARY,left_of,Is the pink triangle left of the purple circle?,no,yes,INCORRECT
2025-12-22 18:48:43,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00019_w.png,PRIMARY,below,Is the pink square below the orange triangle?,yes,yes,CORRECT
2025-12-22 18:48:43,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00019_w.png,PRIMARY,above,Is the orange triangle above the pink square?,yes,yes,CORRECT
2025-12-22 18:48:43,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00019_w.png,ADVANCED,touching,Is the orange triangle touching the pink square?,no,yes,INCORRECT
2025-12-22 18:48:44,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00019_w.png,PRIMARY,below,Is the orange triangle below the pink square?,no,yes,INCORRECT
2025-12-22 18:48:44,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00019_w.png,ADVANCED,inside,Is the pink square fully inside the orange triangle?,no,no,CORRECT
2025-12-22 18:48:44,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00019_w.png,ADVANCED,touching,Is the pink square touching the orange triangle?,no,yes,INCORRECT
2025-12-22 18:48:44,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00019_w.png,PRIMARY,left_of,Is the orange triangle left of the pink square?,no,yes,INCORRECT
2025-12-22 18:48:45,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00001_w.png,PRIMARY,above,Is the cyan square above the green star?,yes,yes,CORRECT
2025-12-22 18:48:45,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00001_w.png,PRIMARY,below,Is the green star below the cyan square?,yes,yes,CORRECT
2025-12-22 18:48:45,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00001_w.png,ADVANCED,overlapping,Is the cyan square overlapping with the green star?,no,yes,INCORRECT
2025-12-22 18:48:45,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00001_w.png,PRIMARY,left_of,Is the green star left of the cyan square?,no,yes,INCORRECT
2025-12-22 18:48:46,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00001_w.png,ADVANCED,inside,Is the cyan square fully inside the green star?,no,yes,INCORRECT
2025-12-22 18:48:46,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_w.png,PRIMARY,right_of,Is the orange triangle right of the lime square?,yes,yes,CORRECT
2025-12-22 18:48:46,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_w.png,PRIMARY,left_of,Is the lime square left of the orange triangle?,yes,yes,CORRECT
2025-12-22 18:48:46,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_w.png,PRIMARY,left_of,Is the lime square to the left of the orange triangle?,yes,yes,CORRECT
2025-12-22 18:48:47,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_w.png,PRIMARY,right_of,Is the orange triangle to the right of the lime square?,yes,yes,CORRECT
2025-12-22 18:48:47,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_w.png,PRIMARY,left_of,Is the orange triangle left of the lime square?,no,yes,INCORRECT
2025-12-22 18:48:47,0,/home/kkarthikeyan/deep-learning/DeepLearningProject/Synthetic-Data/vlm_levels/level_0/images/00011_w.png,PRIMARY,below,Is the orange triangle below the lime square?,no,yes,INCORRECT
